Name,Al Concentration (%),Fe Concentration (%),Ni Concentration (%),SIPFENN_Krajewski2022_NN30_endmembers,SIPFENN_Krajewski2022_NN30_dilute,Formation_H
327_t1_endmembers.POSCAR,54.54545454545454,27.27272727272727,18.181818181818183,-0.3720434010028839,,-0.3720434010028839
150_t1_endmembers.POSCAR,9.090909090909092,54.54545454545454,36.36363636363637,0.1546030789613723,,0.1546030789613723
129_t1_endmembers.POSCAR,27.27272727272727,36.36363636363637,36.36363636363637,0.0710758790373802,,0.0710758790373802
534_t1_endmembers.POSCAR,36.36363636363637,18.181818181818183,45.45454545454545,-0.0146900219842791,,-0.0146900219842791
57_t1_endmembers.POSCAR,63.63636363636363,0.0,36.36363636363637,-0.4923702776432037,,-0.4923702776432037
691_t1_endmembers.POSCAR,18.181818181818183,36.36363636363637,45.45454545454545,-0.071826197206974,,-0.071826197206974
415_t1_endmembers.POSCAR,54.54545454545454,27.27272727272727,18.181818181818183,-0.3655757009983063,,-0.3655757009983063
662_t1_endmembers.POSCAR,18.181818181818183,54.54545454545454,27.27272727272727,0.1749395877122879,,0.1749395877122879
206_t1_endmembers.POSCAR,9.090909090909092,54.54545454545454,36.36363636363637,0.136098638176918,,0.136098638176918
395_t1_endmembers.POSCAR,0.0,63.63636363636363,36.36363636363637,0.2735166847705841,,0.2735166847705841
111_t1_endmembers.POSCAR,45.45454545454545,36.36363636363637,18.181818181818183,-0.2622973024845123,,-0.2622973024845123
366_t1_endmembers.POSCAR,0.0,81.81818181818183,18.181818181818183,0.2620813548564911,,0.2620813548564911
16_t1_endmembers.POSCAR,63.63636363636363,18.181818181818183,18.181818181818183,-0.3816245496273041,,-0.3816245496273041
575_t1_endmembers.POSCAR,36.36363636363637,36.36363636363637,27.27272727272727,-0.0840296521782875,,-0.0840296521782875
586_t1_endmembers.POSCAR,54.54545454545454,18.181818181818183,27.27272727272727,-0.3928466141223907,,-0.3928466141223907
702_t1_endmembers.POSCAR,0.0,18.181818181818183,81.81818181818183,0.2539204657077789,,0.2539204657077789
168_t1_endmembers.POSCAR,45.45454545454545,18.181818181818183,36.36363636363637,-0.3843474686145782,,-0.3843474686145782
623_t1_endmembers.POSCAR,36.36363636363637,36.36363636363637,27.27272727272727,-0.0751775875687599,,-0.0751775875687599
454_t1_endmembers.POSCAR,18.181818181818183,45.45454545454545,36.36363636363637,0.0808378681540489,,0.0808378681540489
247_t1_endmembers.POSCAR,72.72727272727273,27.27272727272727,0.0,-0.2929734885692596,,-0.2929734885692596
203_t1_endmembers.POSCAR,9.090909090909092,72.72727272727273,18.181818181818183,0.1184826716780662,,0.1184826716780662
469_t1_endmembers.POSCAR,36.36363636363637,27.27272727272727,36.36363636363637,-0.1558747738599777,,-0.1558747738599777
410_t1_endmembers.POSCAR,36.36363636363637,45.45454545454545,18.181818181818183,0.1467579752206802,,0.1467579752206802
694_t1_endmembers.POSCAR,36.36363636363637,18.181818181818183,45.45454545454545,-0.0569861344993114,,-0.0569861344993114
667_t1_endmembers.POSCAR,54.54545454545454,0.0,45.45454545454545,-0.4702381193637848,,-0.4702381193637848
289_t1_endmembers.POSCAR,54.54545454545454,27.27272727272727,18.181818181818183,-0.3677884042263031,,-0.3677884042263031
52_t1_endmembers.POSCAR,45.45454545454545,18.181818181818183,36.36363636363637,-0.38680300116539,,-0.38680300116539
531_t1_endmembers.POSCAR,18.181818181818183,36.36363636363637,45.45454545454545,-0.0573934130370616,,-0.0573934130370616
322_t1_endmembers.POSCAR,36.36363636363637,9.090909090909092,54.54545454545454,-0.0238894633948802,,-0.0238894633948802
155_t1_endmembers.POSCAR,27.27272727272727,36.36363636363637,36.36363636363637,0.0701379403471946,,0.0701379403471946
548_t1_endmembers.POSCAR,36.36363636363637,18.181818181818183,45.45454545454545,0.0696272477507591,,0.0696272477507591
428_t1_endmembers.POSCAR,18.181818181818183,45.45454545454545,36.36363636363637,0.1130464896559715,,0.1130464896559715
242_t1_endmembers.POSCAR,9.090909090909092,18.181818181818183,72.72727272727273,0.0596375651657581,,0.0596375651657581
626_t1_endmembers.POSCAR,18.181818181818183,54.54545454545454,27.27272727272727,0.156606450676918,,0.156606450676918
451_t1_endmembers.POSCAR,36.36363636363637,27.27272727272727,36.36363636363637,-0.141374334692955,,-0.141374334692955
570_t1_endmembers.POSCAR,54.54545454545454,18.181818181818183,27.27272727272727,-0.4045491516590118,,-0.4045491516590118
13_t1_endmembers.POSCAR,63.63636363636363,36.36363636363637,0.0,-0.2922416627407074,,-0.2922416627407074
707_t1_endmembers.POSCAR,18.181818181818183,36.36363636363637,45.45454545454545,-0.0176905207335948,,-0.0176905207335948
583_t1_endmembers.POSCAR,36.36363636363637,36.36363636363637,27.27272727272727,-0.1434443444013595,,-0.1434443444013595
509_t1_endmembers.POSCAR,36.36363636363637,36.36363636363637,27.27272727272727,-0.0776683464646339,,-0.0776683464646339
99_t1_endmembers.POSCAR,27.27272727272727,36.36363636363637,36.36363636363637,0.145447626709938,,0.145447626709938
114_t1_endmembers.POSCAR,27.27272727272727,54.54545454545454,18.181818181818183,0.160395398736,,0.160395398736
390_t1_endmembers.POSCAR,18.181818181818183,45.45454545454545,36.36363636363637,0.1657068282365799,,0.1657068282365799
363_t1_endmembers.POSCAR,18.181818181818183,63.63636363636363,18.181818181818183,0.1673054844141006,,0.1673054844141006
427_t1_endmembers.POSCAR,36.36363636363637,27.27272727272727,36.36363636363637,-0.1620671600103378,,-0.1620671600103378
650_t1_endmembers.POSCAR,54.54545454545454,18.181818181818183,27.27272727272727,-0.405699759721756,,-0.405699759721756
629_t1_endmembers.POSCAR,18.181818181818183,36.36363636363637,45.45454545454545,-0.0594877414405345,,-0.0594877414405345
234_t1_endmembers.POSCAR,9.090909090909092,18.181818181818183,72.72727272727273,0.0695326551795005,,0.0695326551795005
708_t1_endmembers.POSCAR,18.181818181818183,18.181818181818183,63.63636363636363,-0.0152766508981585,,-0.0152766508981585
191_t1_endmembers.POSCAR,45.45454545454545,36.36363636363637,18.181818181818183,-0.2928192913532257,,-0.2928192913532257
315_t1_endmembers.POSCAR,18.181818181818183,27.27272727272727,54.54545454545454,-0.075637973845005,,-0.075637973845005
162_t1_endmembers.POSCAR,9.090909090909092,18.181818181818183,72.72727272727273,0.0732597932219505,,0.0732597932219505
96_t1_endmembers.POSCAR,27.27272727272727,54.54545454545454,18.181818181818183,0.1965684443712234,,0.1965684443712234
506_t1_endmembers.POSCAR,54.54545454545454,18.181818181818183,27.27272727272727,-0.4015267789363861,,-0.4015267789363861
65_t1_endmembers.POSCAR,45.45454545454545,36.36363636363637,18.181818181818183,-0.2839065492153168,,-0.2839065492153168
495_t1_endmembers.POSCAR,54.54545454545454,0.0,45.45454545454545,-0.4877902567386627,,-0.4877902567386627
611_t1_endmembers.POSCAR,0.0,72.72727272727273,27.27272727272727,0.2637523114681244,,0.2637523114681244
466_t1_endmembers.POSCAR,36.36363636363637,9.090909090909092,54.54545454545454,-0.0632899180054664,,-0.0632899180054664
275_t1_endmembers.POSCAR,36.36363636363637,63.63636363636363,0.0,0.2228104621171951,,0.2228104621171951
286_t1_endmembers.POSCAR,36.36363636363637,45.45454545454545,18.181818181818183,0.1778630763292312,,0.1778630763292312
668_t1_endmembers.POSCAR,36.36363636363637,18.181818181818183,45.45454545454545,-0.0058916015550494,,-0.0058916015550494
123_t1_endmembers.POSCAR,9.090909090909092,72.72727272727273,18.181818181818183,0.1272302418947219,,0.1272302418947219
354_t1_endmembers.POSCAR,36.36363636363637,45.45454545454545,18.181818181818183,0.1782451421022415,,0.1782451421022415
24_t1_endmembers.POSCAR,45.45454545454545,18.181818181818183,36.36363636363637,-0.3924886882305145,,-0.3924886882305145
547_t1_endmembers.POSCAR,54.54545454545454,0.0,45.45454545454545,-0.3980772793292999,,-0.3980772793292999
93_t1_endmembers.POSCAR,45.45454545454545,36.36363636363637,18.181818181818183,-0.2962158620357513,,-0.2962158620357513
60_t1_endmembers.POSCAR,45.45454545454545,18.181818181818183,36.36363636363637,-0.3817204535007477,,-0.3817204535007477
503_t1_endmembers.POSCAR,36.36363636363637,36.36363636363637,27.27272727272727,-0.0757133141160011,,-0.0757133141160011
